date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,頂埔
01/25/2016,5726,15867,38162,49733,22362,14362,11611,3764,2915,13080,1943,3478,5073,8334,11412,17200,14877,4652,7870,2695,7506,7814,4371,26337,2053,10354,11325,15320,20275,14767,8993,28378,19196,32632,29311,7961,36609,25649,25105,20357,26212,149991,37196,24491,23018,22253,34470,28038,22742,11376,30413,7209,7701,18286,8116,3291,2908,10655,9362,6333,30203,11024,6536,19810,17501,27619,38699,37905,25856,26925,71608,19370,30582,42131,24754,57156,19026,17350,15091,11582,9500,31129,17746,6590,8401,39524,21651,22140,20793,8230,11081,4392,4420,4232,8703,9436,11830,17258,28807,23334,10861,11716,12329,11572,12045,7466,8120,6157
01/26/2016,5568,16670,40292,53338,22966,15122,11935,4028,3159,13707,2145,3735,9759,9256,12029,17529,15480,5074,8422,3115,8124,8468,4325,30194,2272,11074,11956,16240,21740,15511,9269,29916,20228,34234,35279,8714,37843,27504,26389,21115,27969,156818,39705,26148,23884,25710,35892,32837,25100,12236,32411,7511,8119,19842,8601,3343,2938,11628,10141,6945,35614,12048,6885,20858,18744,29015,40152,39783,26880,28160,73783,21542,32791,44871,26418,59891,20401,18319,16065,12061,10381,28566,18038,7890,8950,40667,23136,23034,22353,8712,11803,4659,4613,4558,9075,9642,12286,16966,29451,25381,11618,12073,12691,11767,12046,8256,8296,6663
01/27/2016,5593,16668,40380,54374,23030,15030,12032,3973,3351,13594,2154,3737,8570,8752,11821,17732,15617,5131,8417,3073,8007,8361,4385,30336,2326,10637,12297,16521,21576,15250,9280,31225,20173,35015,33795,8370,37673,27754,26610,21380,28292,154843,40699,26406,24358,26228,34790,32864,25937,12219,33188,7513,8131,18880,7821,3522,3066,11649,10350,7191,34604,12230,7104,20977,18670,29600,39863,39865,26815,28145,74048,21929,32834,45125,26414,60112,20462,18121,16220,12268,10209,28844,18202,7387,9002,40828,23132,23581,22126,8357,11972,4725,4463,4384,8898,9953,12575,17046,30260,25351,11468,11936,12558,11726,12094,8281,8348,6561
01/28/2016,5584,16899,41765,55041,24055,15340,12233,3987,3242,14019,2091,3729,7250,9935,11882,18118,15696,4942,8542,2836,8113,8179,4780,28747,2458,10736,12181,16943,21682,15217,9258,29169,20396,35017,33763,8242,38512,27713,26545,21063,27354,158669,41610,25527,24557,25650,32048,30960,24040,11887,32492,7695,8278,18640,7650,3444,2867,11169,9743,6915,31235,11798,6855,20614,18060,29018,41322,40049,27027,27401,73735,21816,33396,46482,26965,62285,20632,18397,16191,12117,9651,31623,18428,6791,8708,42095,23822,24234,21584,8445,11751,4727,4486,4240,9017,9599,12065,17102,30388,25992,11488,11950,12659,11887,11927,8282,8213,6596
01/29/2016,5837,18112,43401,60021,25118,16003,12924,4374,3272,14365,2142,3851,5521,9385,13544,18700,16156,5026,8978,3007,8362,8368,5030,31417,2509,10719,12601,17315,22655,16111,9920,29701,21515,36362,35332,8807,40056,29062,28142,21757,27278,176953,44699,27002,25318,26687,31912,30773,25061,12111,32392,7731,8383,18637,7431,3516,2916,10938,9789,7011,30746,12530,7166,21249,18569,30933,44377,41985,27958,27944,80492,24351,35767,50244,28460,67321,22560,18648,16896,13189,9532,42365,20087,7304,9286,44828,24016,25434,22138,8806,11915,4966,4797,4573,9505,10395,12424,19477,32221,28028,11855,12514,13751,12417,12787,8158,8520,6838
01/30/2016,5539,15665,39129,64902,22073,12760,11144,3988,3128,11914,1947,3189,7216,8058,14671,13159,13133,4580,8180,2923,7368,7674,3883,29933,2529,9814,11751,15958,19335,17233,9662,29495,21904,34197,36640,6681,38225,27197,25550,21465,20300,186133,47669,26230,23024,39592,38354,32043,24817,10382,28966,6637,6598,17906,8157,3503,1944,8297,9594,6879,33894,12309,7300,20785,16580,32061,45206,39344,26775,30004,90664,20857,36126,51301,28127,71766,19347,17941,14963,11732,9238,48093,18495,9268,10777,39072,24614,23236,22782,8234,12125,5076,4204,4357,9291,10349,12814,17593,29564,27206,11368,12127,13078,11571,12615,8188,8464,6172
01/31/2016,4703,10033,20480,53816,15233,9742,7805,3812,2404,8411,1521,2720,9511,6229,12701,5785,6822,3724,6837,2997,5347,6419,1884,26416,2308,9658,9399,12316,14310,13441,8238,36707,19531,24400,29343,4032,30882,21935,20193,17983,15178,181063,39485,18551,18011,36544,35911,29736,24620,8028,22672,5582,5062,15495,8388,2977,1646,7122,7843,5799,37324,11010,6194,17105,13170,27190,40603,31853,21318,27397,79657,15457,31997,39521,20430,56585,15288,15151,9769,9348,7411,45748,11481,9943,9607,18608,16433,15264,16872,7276,10075,4517,2258,3707,7064,8695,12751,12368,20475,22708,9313,10047,11034,9338,10609,7363,7333,5872
02/01/2016,5664,17119,40861,56032,23371,15123,12209,4302,2976,14065,1957,3560,4118,8325,11278,17636,15229,4762,8501,2849,8017,8091,4555,27244,2471,9766,12194,16207,21276,14899,9701,27463,19675,34283,33126,8307,39070,27625,27199,21236,28523,169044,40999,26772,23919,23864,29652,28336,23725,12307,32013,7714,8170,17536,6706,3420,2912,10946,9367,6646,29100,12012,7082,20948,18678,29457,42326,40313,27166,27984,76570,22805,34343,46239,26767,63319,20558,18470,15615,12104,8936,42324,18759,7179,9279,42467,25247,23866,21237,8350,11381,4452,4396,4355,9386,9984,12411,17457,30531,25667,11352,11794,12765,12077,12359,7729,8164,7144
02/02/2016,5765,18004,42365,58111,24225,15334,12581,4273,3026,13996,2026,3513,5662,8710,12452,18249,15921,5381,8513,2832,8055,8302,4580,27694,2342,9755,12288,16655,20801,15554,9940,28269,20619,35160,36324,8161,39236,28381,27144,21745,28474,163333,42657,27111,24804,25180,32415,30235,24720,12564,31833,7727,8201,17981,7422,3405,3025,10913,9859,6877,30017,12335,7002,21083,18861,30372,42358,41065,27532,28416,76687,22094,34983,48219,27901,63639,21525,18943,16283,12373,9516,41767,19141,7614,9780,43383,23115,24608,22207,8307,11525,4554,4497,4652,9538,9899,12603,17595,31230,27274,11104,11923,12666,11628,12213,7920,8265,7487
02/03/2016,6018,17361,41669,59865,25516,15216,12438,4254,2983,14031,2057,3698,6924,8608,12588,18313,16030,5315,8908,2925,8176,8532,4667,28790,2356,10277,12437,16823,21038,16094,9768,28587,21351,35343,37502,8315,38955,28301,27221,21767,28128,166146,43402,27417,24213,25620,33165,31150,27328,11981,32716,7824,8223,18607,7347,3531,2965,11054,9839,7118,31774,12871,7674,21384,18589,30980,42462,41182,27359,29011,82702,23578,35451,49364,28401,62888,21384,19108,16401,12466,9856,29381,19153,8284,9873,42763,22270,25116,22823,8234,11405,4610,4627,4475,9308,10008,12898,17770,31153,26290,11494,12170,12716,11643,12233,8008,8088,8036
02/04/2016,5965,17144,42148,61908,23012,14748,12163,4117,2998,13298,1985,3535,7320,8518,12715,17428,15442,4928,8662,2961,7870,8136,4419,27203,2489,10042,12177,16433,20453,15032,9586,27661,20602,33905,37803,7814,37775,27105,26422,21029,26501,173338,44399,26596,23878,25049,33233,30769,25293,11624,31397,7738,8235,18470,7220,3411,2894,10642,9430,7073,32284,13064,7040,20428,18345,30242,43182,40650,27079,28485,76281,21013,34383,49539,27760,64651,20807,18828,16212,11974,9549,29312,18705,8432,10408,42188,26552,24207,22704,8038,11376,4698,4536,4438,8922,9815,12736,17089,30364,25962,11253,11834,12445,11418,11935,7839,7911,7974
02/05/2016,6066,15662,37964,63849,21425,12915,11438,3864,2661,12213,1890,3214,5044,7304,11724,16001,13826,4580,8025,2712,7291,7723,4042,26560,2145,9328,11564,16172,19570,14553,9392,24885,19479,31003,35698,7217,36376,25838,24920,20426,23861,187299,44610,25686,22520,23671,31711,27939,24700,11077,28027,7231,7818,17504,6561,3103,2719,9619,8908,6358,27545,12850,7049,20305,17106,29734,44673,39050,26175,27689,79355,19882,32248,50814,26294,64797,20317,17537,14982,11443,8700,28011,17899,7871,10547,39252,19957,22733,21934,6960,11060,4821,4724,4495,8546,10303,12128,16454,29011,25767,10839,11464,12050,11031,11786,7498,7760,8095
02/06/2016,4484,6846,14274,45192,9590,5804,5314,2825,1397,6090,1079,1778,4256,4109,7592,3536,3953,2362,4607,1613,3528,4311,1192,13181,1305,6359,6508,8860,10085,9480,5869,15919,12132,15553,22574,2524,22190,14702,13602,13590,6314,136315,29941,15239,11516,13614,24978,19251,15195,6159,15900,4032,3547,11350,5463,2075,1244,5153,5787,4080,20900,7058,4515,12278,9042,18635,29753,22472,14987,21155,58076,8751,20152,32214,13771,40677,11670,11879,6733,6101,4244,16056,8875,6702,6844,12553,11707,10707,12645,4041,6514,2500,1725,2486,4915,7086,8814,8865,13350,17107,6368,7100,7420,6563,7915,4707,4932,4110
02/07/2016,3254,4427,9348,22363,5952,3660,3886,2164,1307,4357,870,1372,1835,2525,5150,2138,2205,1645,3128,1204,2234,2864,723,14202,1116,5168,4919,6099,6840,6119,4395,7633,6180,8979,12267,1545,14553,9741,9377,9667,3714,90780,14277,7692,7152,9590,15419,12412,9892,4032,10054,3228,2453,8229,4317,1492,839,3665,4000,3285,19483,4835,3170,8014,5465,9953,18150,13168,9241,17006,34180,6125,8544,12762,6542,21438,7733,7263,4162,4010,3567,13422,5533,4294,3005,7422,4981,6940,7806,2570,4260,1683,1181,1747,3709,4600,4766,6350,8528,10653,3910,4386,5211,4247,5388,3570,3404,3157
02/08/2016,3698,5693,10984,37278,6647,4341,4447,2593,1490,5374,1361,2279,17419,3017,8865,2284,2675,2056,4180,3311,2758,3919,1029,10153,1363,10101,6684,8723,8703,8492,4916,12878,7707,10839,17065,2040,20713,14064,13090,15824,4601,122836,24400,12626,10851,20345,34204,24819,13888,5245,13824,4536,5561,11831,8695,2642,3033,19583,6059,4856,59483,8326,4986,12393,7722,19907,29337,20276,13463,58540,67490,6014,15292,19369,11429,42367,7541,11054,5749,6507,8002,25564,7012,5831,3865,9507,6563,8466,19838,3532,6952,2723,1763,2554,5152,7035,6128,7069,37843,12254,6107,8647,7231,6988,8608,4951,4752,4447
02/09/2016,3961,6333,12960,37356,7458,4553,5112,2868,1497,5892,1287,2857,20136,3333,9252,2842,3238,2300,4870,3201,3378,4440,1362,11911,1719,11331,7798,9399,9654,9024,5472,13962,8590,11461,21706,2447,22491,15571,14770,16777,5607,136022,24305,11659,10841,19968,36670,28490,15569,5900,16021,4582,4700,12677,10799,2379,1865,13122,6614,5561,64134,9155,5164,12709,8677,19494,31070,20836,14382,37270,68598,6013,16857,20780,13615,40614,8557,11451,6538,7054,7935,25555,8015,6095,3795,10773,7324,9305,17439,4039,7578,3152,1616,2737,5698,7326,6443,7773,20103,13883,6790,8202,8560,7516,9370,5928,5425,4881
02/10/2016,4396,7259,14856,44792,9198,5254,5768,3094,1757,7103,1702,3603,27820,3689,11367,3349,3807,3042,5428,4713,3876,5381,1586,24074,2023,14331,8364,10302,10720,10162,5658,18524,10747,12933,26908,2769,24628,17607,16144,18329,7466,159196,30432,14336,13108,23382,44997,35684,17188,6472,18310,5016,5274,14719,13015,2837,2140,15703,7232,6663,80374,11058,5700,14507,9418,22838,35571,23758,15784,40477,85025,7658,24085,28810,18941,49287,9338,13108,7212,8750,10298,30103,8795,7459,4696,12528,8473,10405,20468,4815,8044,3595,1823,3104,6026,8270,7277,8937,20856,17788,8165,9158,8956,8070,9477,6189,6141,5542
02/11/2016,4174,8131,16458,48119,9990,6087,6460,3167,1719,7834,1745,3717,28345,4061,11846,3676,4206,3175,5947,3918,4306,5808,1827,26198,2209,13561,8641,10761,11741,11223,6091,20215,12400,14264,26024,2770,26336,18093,17115,18373,8203,159865,32878,14919,13185,22370,43286,34608,17478,6561,19020,5013,4815,14115,12707,2889,2368,13789,7156,6245,70353,10798,5864,14901,11256,23764,36312,25027,16422,38189,87253,8149,26327,31555,20249,51160,10375,13333,7800,9092,9781,29742,9802,7375,5243,13879,9515,11493,20296,5032,8325,3329,1753,3062,6185,8473,7519,9902,21031,18666,8302,9304,9073,8238,9834,6552,6059,5785
02/12/2016,4353,9044,19449,54366,12123,7273,7088,3344,2013,8970,1841,3690,21211,4874,12141,4844,5523,3650,6875,4575,5112,7152,2023,28359,2265,13883,9521,12097,13424,12187,7113,24139,15172,18120,28215,3323,29513,21123,19026,19415,12606,161448,37061,18435,15171,25259,44288,37346,20036,8494,22451,5502,5096,15658,11677,3107,2634,13384,8549,6735,67529,11489,6227,16543,12293,25828,37769,28459,18495,37156,94302,9644,32277,37324,22475,54422,12022,14763,8546,9925,10414,30050,11798,8606,5995,18082,11258,13466,19821,5952,9655,3658,2348,3568,7505,9055,8373,10950,22241,21051,9159,10282,10140,9169,10484,6775,6801,5708
02/13/2016,4644,9731,20534,55141,13529,8470,7598,3636,2811,9516,1712,3571,18870,5539,12956,5374,5865,4055,7451,4790,5564,8756,2154,27538,2502,14266,10101,12570,14388,13093,7945,37907,17808,20961,27880,3646,31426,22377,19972,19548,10505,170368,38871,17953,15981,26917,43179,36503,21178,8404,23250,5707,5296,16424,10506,3044,2222,11783,8907,6791,64738,12549,6274,17739,13070,27286,39991,30421,20354,34877,94183,10983,33593,40111,22496,54680,13384,15060,9213,9969,11075,28954,12105,9254,6811,18806,12518,15039,19730,6619,12919,3887,2377,3811,8018,9565,8667,11698,22306,22500,10024,10521,10730,9707,10970,7486,7264,6187
02/14/2016,4824,8596,18067,48585,11697,7834,7016,3317,2141,10057,1296,2440,9098,5549,11376,4933,5717,3575,6176,2711,4624,7045,1670,22437,2035,8968,8603,11178,12483,11626,7692,31248,14960,19175,20773,3108,27520,19626,17002,16068,7985,159654,34594,13040,15379,19486,28211,24368,21004,6948,19698,4980,3994,13670,8663,2283,1539,7227,6576,4627,34965,9517,5148,14656,10185,22622,36663,26690,17519,24835,80808,9847,27736,34089,18158,48755,12948,13227,8979,8562,5971,22429,10332,5897,5347,16248,10793,13421,13156,5979,10474,2979,1794,2856,5990,8091,7184,10640,17701,18708,7870,8445,9446,8320,9269,5778,6139,5065
02/15/2016,5574,15623,37780,48536,25087,13469,11508,3693,2825,15945,1991,4353,4296,8371,10388,16692,15529,5464,8198,2759,7768,9061,4138,26700,2240,10340,11748,15456,20530,14898,9233,25292,18333,31092,27245,7735,36405,26460,25161,20581,26448,139888,35679,23977,23169,24520,31846,27854,22450,12538,31166,7274,7890,19401,6777,3274,2987,11360,9652,6388,34360,11344,6776,20633,17986,27427,38109,37699,26018,28643,71614,20515,30938,41243,23429,56161,21351,17212,15173,12536,9080,28847,17018,6288,7870,39212,19667,22098,20563,7348,11534,4173,4374,4354,9313,9492,11741,16902,29972,22898,11230,12355,12411,11744,12049,7781,8109,6594
02/16/2016,5402,16177,38626,50619,25751,14384,11613,3831,2980,16188,1991,4546,7003,8462,9999,17173,15781,5688,8086,2847,7712,9404,4248,27114,2192,10651,11844,15532,20596,15332,9139,26446,19088,31612,28535,8114,37266,27137,25671,20819,26837,143625,36928,24513,23540,26601,33895,30038,23412,12719,31856,7385,8157,19489,7705,3386,3107,11650,9861,6921,35783,11894,6829,20952,18444,28049,38905,38484,26500,29265,70068,21021,31484,42167,24170,57090,21623,18224,15657,12625,9916,31278,17565,6791,7762,39500,23349,21874,21460,8300,11534,4304,4321,4503,9385,9682,11968,17016,29995,24268,11522,12457,12507,12023,12053,8064,8218,6509
02/17/2016,5516,16537,39864,52190,26228,14686,12191,3940,3003,16473,2105,4522,6695,8594,10492,17517,15894,5786,8395,3008,8082,9670,4447,27736,2424,10784,12240,15974,21423,15537,9445,27036,19227,32740,29926,8327,37848,27767,26408,21180,27093,149216,38751,24909,23975,26692,33920,30580,24985,13002,32962,7719,8112,19806,7435,3427,3166,11714,10127,6956,36338,12297,7003,21465,18465,28089,40216,39272,26483,28783,70992,22139,32188,42952,24037,59492,21542,17499,16151,12997,9364,35930,18477,6811,7970,40683,23884,23156,20846,8449,11820,4352,4330,4718,9670,9747,12020,17546,30305,25814,11695,12665,12675,12228,12182,8205,8449,6599
02/18/2016,5683,17915,40628,52599,26147,14848,12128,3820,3097,16926,2110,4475,6561,9054,10483,17694,15856,5730,8114,3091,8065,9533,4532,27999,2420,10839,11906,16033,21419,15705,9382,27241,19833,33191,30114,8835,38200,27713,26131,21076,26908,148761,42625,25837,24562,28151,35340,31055,23925,12910,32815,7718,8642,19835,7137,3511,3037,11719,10288,7307,37064,12428,6903,21142,18713,28266,39917,39464,26699,29790,71357,22211,32556,43354,24738,60404,21465,17526,15891,12741,10257,35248,18042,7074,8152,41689,25238,22895,21820,8375,12021,4473,4401,4521,9651,9645,12224,17494,31153,26433,11821,12668,12821,12107,12174,8112,8398,6834
02/19/2016,5777,18245,42459,58792,26467,15416,12591,3931,3036,16773,2146,4560,6430,9195,12373,18307,16313,6165,8873,3164,8379,10236,4760,35363,2490,11428,12605,16660,22465,16492,9906,31410,20978,35203,31532,8489,39743,28793,27014,21591,27658,172549,44386,26133,25738,32543,38671,31814,25294,13634,33467,7836,8733,20221,7679,3569,3152,12035,10475,7301,38095,13630,7184,22406,19485,30815,43474,42344,27710,31014,80897,23497,35266,48357,27042,67358,22584,18604,16901,13971,10434,41508,19702,7438,8769,42898,25787,24447,22432,9289,12534,4872,4767,4771,10126,10107,12367,18713,31988,27987,12473,13391,13474,12646,12543,8541,8757,7147
02/20/2016,4607,13150,26682,62520,20757,12545,9531,3793,2648,12141,1772,4133,8369,7860,12474,6804,9064,5319,8057,3404,6606,10251,2332,28969,2476,10881,10497,13450,17661,15662,8799,37636,21429,28162,27156,5177,35515,25459,22579,19541,16121,178917,44481,22179,20479,62345,43351,33838,22883,11421,29126,6407,6011,19457,10288,3280,2335,9836,9404,5634,39051,11332,6742,19924,15051,29998,41556,35272,23324,32251,88828,16532,37396,45116,24883,63736,18623,16927,11381,11857,8591,47088,14602,9000,7780,24901,20003,17414,18672,9179,11725,4710,2631,4458,9602,10027,10819,14969,24410,27684,10905,11955,12346,11338,12010,7815,8312,5581
02/21/2016,4788,10101,20234,48413,14386,10975,7878,3460,2304,10362,1523,3090,9034,7024,11474,5923,6104,3818,6629,2997,5677,8617,1800,20174,2173,10665,9390,12741,14692,14110,8073,37977,18588,24702,27245,3934,30615,22346,19422,17669,11725,182605,38502,16969,19296,77126,42168,30659,24217,8068,23938,5611,5237,16186,8475,2657,2504,10309,8192,5664,42036,10760,5847,16520,12122,25964,38490,30876,20160,30372,80550,14790,34219,34940,20341,50580,13670,13551,9359,8921,8152,45476,11194,8879,6617,17666,17287,14894,16438,9599,9739,4545,2345,3694,7066,8610,8486,12099,20443,23179,9147,9781,10697,9530,10483,7234,7386,5352
02/22/2016,5783,16196,38128,46437,24910,15467,11977,3807,2961,16230,2089,4758,11233,11118,10056,18777,15514,5457,9352,3115,8728,9499,4122,28965,2257,10850,12250,16127,21187,16873,9068,29043,18920,33109,30090,10068,37535,26645,25940,21364,26234,142353,36148,24684,25150,58428,38272,30441,23401,12956,33152,7588,8166,19656,5781,3398,3201,15231,10337,7184,38254,11729,6950,21162,19415,27198,38135,40025,26154,32637,65226,22719,31419,37468,22178,54204,20705,17031,15801,12597,9808,26524,17297,6805,7721,38394,24102,22092,21204,14045,12165,4436,4381,4477,9726,9160,11895,17106,29756,24419,11548,12521,12336,12304,12163,8684,8395,6493
02/23/2016,5592,16672,39760,48471,25636,15777,12030,3823,3073,16474,2025,4648,6405,10978,10181,19137,16062,5656,8180,2927,8585,9337,4396,28038,2342,10602,12359,16275,21810,17138,9431,28393,19028,34312,29623,10436,38160,27440,26512,21492,27248,140119,37983,24790,25171,41784,37445,30755,23906,13256,33412,7637,8540,19749,6696,3381,3067,14523,10326,7315,36266,12073,6751,21814,19892,27826,39492,41056,26827,29158,66555,24385,32129,39552,22323,55282,20892,17257,16343,12653,9603,26764,17535,6696,7960,40089,25312,22651,21346,14093,12111,4506,4465,4609,9846,9345,12230,17689,29561,25773,11822,12603,12557,12137,12244,8778,8356,6703
02/24/2016,5624,17242,40739,50154,26214,16748,12482,4032,3035,17098,2055,4794,5777,11181,11450,19625,16401,5564,8560,2826,8931,9065,4673,28089,2394,10728,12598,16776,21925,17278,9473,29628,19646,35766,30158,10652,38878,28138,27075,21764,27483,142788,38846,24436,25485,34327,36182,31258,25234,12837,33440,7631,8270,19772,6464,3606,3065,14544,10120,7250,34970,11849,6904,21747,20196,27831,40525,41563,26980,27717,67754,25936,33562,41479,22992,56892,21717,17705,16578,12935,9417,27870,18382,6583,8228,41567,26687,23383,21320,14100,12071,4662,4475,4578,10202,9647,12115,18128,30178,25912,11814,12814,12851,12552,12444,8709,8506,6757
02/25/2016,5796,16992,40588,50798,26350,16248,12277,3861,3176,16575,2030,4671,6239,11220,10502,19862,16129,5721,8519,3024,9010,8988,4586,28208,2401,10858,12434,16488,21677,17533,9469,29667,20286,34849,31241,10329,38430,27655,26512,21476,26567,145924,38629,24271,25446,37900,37465,31154,23969,12753,33550,7507,8528,19700,6775,3438,3065,14330,10402,7275,36686,11877,6699,21640,19781,27792,39800,41212,26733,28493,66653,24796,33983,41799,23529,57895,22250,17544,16661,12779,9972,26926,18006,6921,7895,41523,23743,23208,21327,14005,11964,4531,4378,4563,9676,9438,12199,17811,29886,25731,11872,12814,12676,12410,12115,8801,8357,6728
02/26/2016,6747,17931,43309,57527,27844,17370,13158,4215,3128,16813,2152,4764,6690,10993,12198,19673,16808,6046,9148,3212,9222,9697,4721,29681,2598,11542,13494,17547,23350,18866,10351,32767,22336,36919,32075,10329,40889,29889,28216,22865,27452,197769,43938,26098,27072,38124,39878,32547,26015,13457,34486,7965,8671,20668,7127,3524,3114,13822,10623,7216,37015,13129,7443,23181,20577,30873,46645,43710,27942,29335,79921,26743,38253,47002,26326,66903,23121,18851,17486,13800,10138,29236,19828,7235,8897,43420,28423,24792,23360,14235,13074,4904,4799,4877,10596,10460,12747,19471,32826,28049,12700,13522,14094,13121,13143,9293,9048,7265
02/27/2016,5276,11117,24301,58416,16449,11129,8692,3636,2497,9755,1627,3049,7235,8481,12534,6202,6587,3745,7327,2522,5886,6925,1954,17956,2346,9522,9963,13325,16418,13891,8406,35805,20708,27034,27961,4299,32500,22744,20610,18055,12959,197351,43371,20420,17490,49141,41025,30922,20928,9030,24151,5546,5483,15206,10275,3113,1812,7930,8854,5383,34170,11002,6094,17121,13501,28473,43140,32781,21395,28173,89617,17044,39179,43275,24245,58352,16181,15049,9776,9278,6720,26918,13361,7114,6987,21950,19113,16177,18286,8713,10108,4825,2248,3541,7500,9337,9869,13808,21117,24350,9898,10463,11791,10137,11339,6883,7145,5099
02/28/2016,4683,9787,20229,54036,14552,9559,7957,3830,2596,9083,2099,4101,21404,8053,12021,5588,6148,4056,7094,4899,5439,8513,2057,17041,2825,14023,10019,13549,14905,14730,8225,38191,20312,23487,41078,4559,33404,23385,21360,20390,13707,201806,40982,17792,19996,105120,57030,35777,27193,8847,25795,6134,5904,18159,12009,3169,1997,10639,10072,7248,68517,12217,6571,18795,12838,28978,48613,32256,22321,32521,92957,15003,42432,38881,24251,55098,13388,14717,9542,9638,11720,29550,12429,11762,6712,18629,19723,14717,20506,9161,10936,4446,2214,4226,7666,9826,9608,12052,19862,25033,10683,11626,11587,10528,11740,7845,8185,6205
02/29/2016,4851,8919,19514,46829,13511,8923,7365,3432,1955,11003,1506,2989,11982,6860,9532,6193,6315,3848,6582,3731,5442,7364,1877,15473,2088,10570,9138,12181,14226,13370,7995,31620,17098,22284,26409,4027,29975,21017,18672,16857,10420,165586,34627,19618,16536,56935,40239,29873,19322,9556,26817,5466,4785,15523,8218,3110,2371,9732,9009,5713,49574,9840,5510,16139,13555,24333,37451,29542,19847,28010,73737,11608,33137,34220,18824,47073,12746,13186,9723,8261,8766,21537,11401,6993,6101,18245,11809,13576,14584,8588,8944,3620,2022,3221,6510,8416,8652,11526,18245,20803,8954,9736,9996,9070,10177,6603,6939,4918
03/01/2016,5564,15851,38198,45329,25104,15706,11855,3733,2990,16470,2030,4699,6671,11133,9616,19169,15531,5574,7972,3064,8550,8937,4148,29117,2257,10512,12070,15915,20930,17087,9169,28574,18733,33367,29868,10224,37190,26956,25712,21507,27678,134896,34905,24002,24857,27635,35672,29734,23236,13226,32982,7328,8181,19729,6019,3315,3018,14378,10455,7589,38561,11573,6767,21250,19749,26752,37977,39953,26053,27076,61459,23584,30816,37437,21281,52965,20718,17047,15910,12471,9762,25366,17472,6985,7619,38613,23068,21804,20835,14321,11859,4368,4369,4410,9461,9010,11939,17285,28262,23474,11576,12523,12383,12017,11813,8712,8245,6515
03/02/2016,5522,16627,39021,47376,25820,16037,11826,3855,3186,16385,2109,4616,7219,11015,10193,19565,15733,5666,8165,3374,8865,9048,4245,36371,2445,11191,12250,16245,20948,16941,8975,27974,19198,34002,30915,10156,37590,27638,25831,21401,27522,135764,36346,24282,25175,27220,36554,30542,25639,13090,33711,7584,8334,19946,6097,3471,3140,14667,10499,7608,38670,11785,6861,21453,19754,27433,39240,40912,26475,27397,64407,24830,32098,39249,22392,54784,21142,17552,16243,12815,10042,27054,17428,7352,7579,39433,23348,22176,20939,13995,11939,4471,4278,4526,9609,9231,11824,17661,29097,23772,11700,12655,12341,12156,12141,8796,8110,6763
03/03/2016,5429,16393,39574,47900,26194,15794,11876,3786,3156,16239,2188,4659,7277,10877,10178,19431,15676,5740,8228,3290,8878,8875,4367,38137,2492,10916,12185,15954,21662,16651,8966,27684,19028,33871,30488,10035,37558,27288,25735,21243,26553,139908,36673,24204,25207,27524,37100,30352,23889,13134,33238,7477,8497,20003,6099,3398,3205,14197,10423,7516,38675,11937,6747,21435,19768,27536,38829,40915,26388,27446,63835,24406,31694,39412,22504,56734,21111,16957,16354,12934,10026,27815,17626,7227,7781,39741,23753,21682,21329,13879,11962,4670,4306,4469,9335,8983,11903,18022,29246,24907,11903,12662,12300,12089,11981,8718,8269,6553
03/04/2016,6067,17768,42328,55402,27863,16818,12633,3959,3221,17036,2147,4829,7968,11079,11558,19662,16569,6067,9004,3578,9181,9683,4687,39274,2629,11543,13031,17130,22638,18135,9751,31768,21252,35652,34690,10326,39801,28692,26851,22513,26825,177570,42718,25742,26621,30190,41494,33091,25883,13492,34432,7705,8490,20813,6997,3458,3175,14247,10645,7484,41102,13351,7513,22705,20251,30377,44133,42741,27969,29154,76340,25996,35960,46028,25359,64791,22171,18734,17106,14126,10809,30866,19141,8211,8480,41709,24760,23771,23828,14862,12595,4845,4581,4585,9774,10035,12688,18665,31451,26996,12571,13496,13426,12669,12592,9355,8620,7213
